jid,formula,band_gap,formation_energy,bulk_modulus,shear_modulus,eps_avg,formula_clean,E_ads_Li2S2,E_ads_Li2S4,E_ads_Li2S6,E_ads_Li2S8,E_ads_S8,E_ads_avg
JVASP-64961,BeIr4Se,0.0,0.83953,201.3,17.52,294.9039,,,,,,,
JVASP-22622,AlFeF5,0.045,-2.70425,127.32,70.39,4.516533333333332,,,,,,,
JVASP-64284,KBa4W,0.0,1.23284,12.07,1.96,164.9073,,,,,,,
JVASP-15302,PrSi2Cu2,0.0,-0.54953,107.61,71.35,38.09003333333333,,,,,,,
JVASP-64340,Ba4GaCl,0.0,0.0616,9.97,0.0,103.7668,,,,,,,
JVASP-91854,CoCu2SnS4,0.0,-0.36433,72.73,25.64,108.21956666666667,,,,,,,
JVASP-38157,Rb4NO,0.0,-0.29858,23.54,11.05,7.227666666666667,,,,,,,
JVASP-63938,BaNaBr,0.609,-0.75473,11.87,0.0,12.3177,,,,,,,
JVASP-90719,PrClO2,0.0,-1.89827,48.2,14.66,66.07836666666667,,,,,,,
JVASP-86907,YCo3H2,0.0,-0.2483,0.0,0.0,238.46433333333334,,,,,,,
JVASP-91895,Mg7Cr,0.0,0.15333,38.49,20.29,201.84396666666666,,,,,,,
JVASP-32,Al2O3,6.43,-3.31332,241.28,156.49,3.168066666666667,,,,,,,
JVASP-64825,BaNaLi,0.0,0.39341,6.13,0.0,45.5196,,,,,,,
JVASP-15347,CaCo2Ge2,0.0,-0.51457,97.74,58.51,67.2567,,,,,,,
JVASP-64997,BeP4Ru,0.0,0.97487,93.83,0.0,291.8795,,,,,,,
JVASP-64069,BaPbBr,0.056,-0.60733,16.6,0.0,89.9812,,,,,,,
JVASP-14621,Yb,0.0,0.00894,15.58,10.57,110.30803333333331,,,,,,,
JVASP-88019,EuF2,0.0,-3.53085,100.83,19.28,7.467299999999999,,,,,,,
JVASP-14939,Ti3Hg,0.0,0.02284,120.33,48.32,164.07,,,,,,,
JVASP-64155,KBaTa,0.0,1.83653,9.43,0.0,132.7095,,,,,,,
JVASP-86450,Yb2Si2O7,0.0,-2.83756,88.57,32.3,43.93446666666667,,,,,,,
JVASP-86038,Bi2MoO6,0.268,-1.76008,127.36,66.63,9.676133333333333,,,,,,,
JVASP-64883,TaBe2Os,0.0,-0.06024,204.67,44.36,71.03190000000001,,,,,,,
JVASP-63988,KBaSn,0.0,-0.07765,15.03,0.0,32.9561,,,,,,,
JVASP-16219,Y3TlC,0.0,-0.57553,81.43,65.3,55.5823,,,,,,,
JVASP-64560,Ba4YCd,0.0,0.44343,11.4,2.04,175.6051,,,,,,,
JVASP-86596,AuCClO,2.542,-0.44892,11.69,7.13,4.682099999999999,,,,,,,
JVASP-65036,YSc4Be,0.0,0.46106,45.73,4.82,124.13259999999998,,,,,,,
JVASP-64212,Ba4MgTi,0.0,0.81941,13.17,0.0,197.52020000000002,,,,,,,
JVASP-14836,Y,0.0,0.0192,41.0,24.72,71.8604,,,,,,,
JVASP-91799,LiNbF6,5.152,-3.18408,20.47,22.16,2.8813999999999997,,,,,,,
JVASP-3324,Pr2TeO2,1.791,-3.04152,75.83,40.32,7.143966666666667,,,,,,,
JVASP-90775,ZrSn,0.0,-0.18127,84.19,9.73,246.20136666666664,,,,,,,
JVASP-85718,BaTiO3,0.294,-2.50585,38.89,11.87,4.598966666666667,,,,,,,
JVASP-64346,Ba2NaHf,0.0,0.62166,17.6,11.16,76.2434,,,,,,,
JVASP-64630,Ba4YTe,0.0,0.16714,14.1,1.02,129.9609,,,,,,,
JVASP-65117,BeCrPd,0.0,-0.05524,195.48,106.37,83.98386666666666,,,,,,,
JVASP-64119,BaScBr,0.0,0.12479,10.43,0.0,85.4314,,,,,,,
JVASP-2029,IBr,1.246,-0.06538,12.92,7.59,8.854333333333333,,,,,,,
JVASP-64289,Ba4SnBr,0.0,-0.16145,14.97,0.0,83.8824,,,,,,,
JVASP-161,PbI2,2.272,-0.65852,14.3,6.38,6.862933333333333,,,,,,,
JVASP-64484,Ba4HfSe,0.0,0.53881,17.8,3.0,159.2727,,,,,,,
JVASP-64700,Ba4MgSn,0.0,0.21839,14.43,1.04,142.8505,,,,,,,
JVASP-86855,Eu2PI,0.0,-1.42278,55.29,30.71,80.44303333333333,,,,,,,
JVASP-2133,HgO,1.217,-0.22546,43.84,14.71,6.470066666666665,,,,,,,
JVASP-64564,Ba4SrNi,0.0,0.67627,56.17,28.71,136.7626,,,,,,,
JVASP-85471,AgC2N3,3.149,0.38167,19.99,6.65,4.591033333333333,,,,,,,
JVASP-85671,CoH2SO5,0.158,-1.14951,69.19,31.07,19.005066666666668,,,,,,,
JVASP-64402,Ba4MgGa,0.0,0.38563,11.3,0.78,187.57409999999996,,,,,,,
JVASP-64830,KBaCr,0.0,1.06249,7.53,0.0,118.7405,,,,,,,
JVASP-64076,Ba4NbSe,0.0,0.65599,17.37,1.54,158.5609,,,,,,,
JVASP-89981,MnNiAs,0.0,-0.16358,107.36,45.87,126.33336666666668,,,,,,,
JVASP-49782,Ba2HfO4,3.476,-3.41167,118.74,65.01,4.447,,,,,,,
JVASP-85931,NbFeF6,0.0,-2.65486,22.3,26.62,30.8407,,,,,,,
JVASP-64887,HfBeFe4,0.0,-0.12035,177.33,70.64,243.94220000000004,,,,,,,
JVASP-86106,MoCl3,0.418,-0.92454,35.59,22.25,14.918,,,,,,,
JVASP-1399,Li2Te,2.605,-1.11192,27.03,19.64,5.3405,,,,,,,
JVASP-65087,Be2VMo,0.0,0.22424,0.0,0.0,138.61046666666667,,,,,,,
JVASP-91752,BC2N,2.6,-0.08625,339.54,284.79,6.0823,,,,,,,
JVASP-22588,ClF3,2.633,-0.63161,16.8,4.58,3.2636000000000003,,,,,,,
JVASP-32220,MoCl3O,0.711,-1.21696,16.13,8.34,10.6249,,,,,,,
JVASP-64998,BeCu4Pt,0.0,0.106,149.97,33.88,108.2742,,,,,,,
JVASP-64767,BaNaMg,0.0,0.32375,8.93,0.0,47.7919,,,,,,,
JVASP-64565,KBaCl,0.186,-0.55257,6.03,0.0,24.5894,,,,,,,
JVASP-64036,BaCaY,0.0,0.78694,10.07,1.36,66.2809,,,,,,,
JVASP-15304,TmNiC2,0.0,-0.4248,177.1,102.3,19.5615,,,,,,,
JVASP-64704,Ba2YGa,0.0,0.08693,20.8,11.28,93.8326,,,,,,,
JVASP-64406,Ba4YSn,0.0,0.31264,15.93,0.0,149.5458,,,,,,,
JVASP-43531,LiVF4,0.111,-3.04136,63.04,34.73,24.1237,,,,,,,
JVASP-4216,SiAs,0.981,-0.05699,41.76,28.19,12.5822,,,,,,,
JVASP-14837,V,0.0,0.0,183.4,27.66,55.0446,,,,,,,
JVASP-14938,MnS,0.0,-0.45107,31.12,18.71,157.2522,MnS,1.99,2.26,2.12,2.44,,2.2025
JVASP-65122,Be2NbHg,0.0,0.34106,47.57,13.2,99.36590000000001,,,,,,,
JVASP-15348,BeAlB,0.101,-0.11111,141.2,132.78,12.044199999999998,,,,,,,
JVASP-48807,LiMn2OF3,0.885,-2.25121,83.59,32.05,89.35803333333332,,,,,,,
JVASP-86451,LaPPd,0.0,-1.34395,3.83,0.44,31.275433333333336,,,,,,,
JVASP-91801,SmSb2Pd,0.0,-0.82058,34.38,13.1,172.96623333333335,,,,,,,
JVASP-88846,Eu,0.0,-0.00037,39.29,20.37,71.47133333333333,,,,,,,
JVASP-64296,MgBe2In,0.0,0.46876,65.31,16.15,153.61663333333334,,,,,,,
JVASP-42891,LiMnPd2,0.0,-0.32816,109.53,47.3,182.4168,,,,,,,
JVASP-64636,Ba4BiBr,0.0,-0.27694,15.37,0.0,78.2949,,,,,,,
JVASP-64566,Ba4MgCo,0.0,0.91265,13.2,0.0,197.1604,,,,,,,
JVASP-65124,LaBeCl4,0.0,-0.34106,84.94,35.83,48.64340000000001,,,,,,,
JVASP-64411,Ba4CrBr,0.0,0.44399,42.95,42.43,133.2169,,,,,,,
JVASP-90121,Ti4H5,0.0,-0.40702,130.83,41.24,116.18503333333335,,,,,,,
JVASP-64840,Ba4ScCu,0.0,0.76745,11.37,1.24,173.8463,,,,,,,
JVASP-64967,CaTiBe2,0.0,0.61753,57.43,9.12,109.7156,,,,,,,
JVASP-65042,Ca4ScBe,0.0,0.75694,16.97,4.24,149.5785,,,,,,,
JVASP-87132,FeO,0.0,-1.00383,193.37,49.96,164.15706666666665,,,,,,,
JVASP-90635,Mg3FeO4,0.0,-2.46799,154.3,103.92,15.5648,,,,,,,
JVASP-64771,Ba4NaSn,0.0,0.1811,11.97,1.12,123.3671,,,,,,,
JVASP-64889,HfScBe2,0.0,0.22249,83.49,23.97,112.29673333333334,,,,,,,
JVASP-64925,ZrBe2V,0.0,0.20747,114.7,38.34,124.19689999999999,,,,,,,
JVASP-64127,Ba4SiBr,0.0,0.11083,15.9,0.0,90.2959,,,,,,,
JVASP-85373,Y2AlNi2,0.0,-0.60702,92.53,33.18,120.36666666666667,,,,,,,
JVASP-85795,BaSn2H2O4,2.254,-1.69999,31.73,15.34,4.7006000000000006,,,,,,,
JVASP-90545,Ti3In,0.0,-0.12331,110.58,38.17,147.2938333333333,,,,,,,
JVASP-91855,MnPtF6,0.706,-1.86007,39.49,29.33,30.9816,,,,,,,
JVASP-89050,SrWO4,4.329,-2.94057,1.58,0.96,4.258366666666666,,,,,,,
JVASP-64225,Ba4ScBe,0.0,0.91562,12.4,1.44,189.6036,,,,,,,
JVASP-64083,Ba4TaHg,0.0,1.02066,15.87,4.48,223.72529999999998,,,,,,,
JVASP-91528,Ti3Sn,0.0,-0.28617,117.24,38.35,147.2737,,,,,,,
JVASP-65139,BeNbW,0.0,-0.04454,202.01,56.21,122.3848,,,,,,,
JVASP-65002,HfBe2Ru,0.0,-0.09114,154.6,35.68,103.538,,,,,,,
JVASP-65090,Li4BeW,0.0,0.62689,50.37,0.76,150.4601,,,,,,,
JVASP-64843,Ba4TiBr,0.0,0.43414,10.57,0.88,155.4587,,,,,,,
JVASP-1762,SrCN2,3.229,-0.9681,66.04,18.43,3.5909666666666666,,,,,,,
JVASP-64300,Ba4CaRh,0.0,0.68141,13.23,0.0,175.4378,,,,,,,
JVASP-14622,Ga,0.0,0.0,46.89,29.01,198.0538,,,,,,,
JVASP-64362,Ba4NaSb,0.0,0.10784,12.4,1.02,109.6091,,,,,,,
JVASP-65043,Sr4TiBe,0.0,1.17567,12.27,6.28,158.7992,,,,,,,
JVASP-1174,GaAs,0.085,-0.33458,61.93,42.32,34.3926,,,,,,,
JVASP-90720,NbCrN2,0.0,-0.28617,236.47,83.82,101.9294,,,,,,,
JVASP-15074,YCo5,0.0,-0.13623,155.86,66.75,331.8077,,,,,,,
JVASP-64709,Ba4BeBr,0.0,0.41746,9.5,0.0,125.8642,,,,,,,
JVASP-90347,CuH4O2F2,0.527,-1.22608,59.67,24.04,2.8394999999999997,,,,,,,
JVASP-64175,Ba4TaBr,0.0,0.76403,12.97,0.7,155.3915,,,,,,,
JVASP-64776,KBaHg,0.0,0.1428,10.27,0.0,57.7509,,,,,,,
JVASP-64969,Be2CdCu,0.0,0.30409,110.26,41.27,50.979733333333336,,,,,,,
JVASP-90776,Sr3Mg,0.0,0.03103,14.53,6.98,121.46600000000001,,,,,,,
JVASP-64845,KBaTl,0.0,0.15108,10.7,0.0,50.90630000000001,,,,,,,
JVASP-15593,HoGeAu,0.0,-0.84016,99.64,45.63,43.839933333333335,,,,,,,
JVASP-22516,FeF2,0.0,-1.61447,142.4,59.74,20.766366666666666,,,,,,,
JVASP-4609,MnPSe3,0.0,-0.20371,30.78,17.51,36.577,,,,,,,
JVASP-64890,BeCu4Rh,0.0,0.18895,148.03,40.4,100.10539999999999,,,,,,,
JVASP-85719,CeCoGeH,0.0,-0.63207,100.49,63.41,96.35563333333333,,,,,,,
JVASP-65044,BePdBr4,0.0,1.07013,62.17,27.15,137.7868,,,,,,,
JVASP-64418,KBaTi,0.0,1.25773,7.93,0.0,106.7042,,,,,,,
JVASP-22651,SnCl2,3.218,-1.08159,24.03,11.6,5.647333333333333,,,,,,,
JVASP-65003,Be2TlRh,0.0,0.19161,135.11,30.35,50.1307,,,,,,,
JVASP-18615,Li2PbAu,0.0,-0.42256,48.4,17.22,60.6113,,,,,,,
JVASP-1180,InN,0.0,0.00906,126.27,53.84,12.143500000000001,,,,,,,
JVASP-16934,YCoO3,0.0,-2.29256,182.7,69.42,26.0535,,,,,,,
JVASP-12163,CaPbI4,2.899,-1.18747,14.93,8.16,5.5150999999999994,,,,,,,
JVASP-14937,CeSe,0.0,-1.87153,76.73,48.98,98.07800000000002,,,,,,,
JVASP-43766,Li2FeF6,0.0,-2.54401,67.12,41.73,21.840999999999998,,,,,,,
JVASP-85672,VH6O3F3,1.615,-0.79747,7.4,3.48,3.2151666666666667,,,,,,,
JVASP-65046,KBeBi4,0.0,0.35401,52.44,26.16,223.2496,,,,,,,
JVASP-4918,K3VO4,3.647,-2.31381,38.18,0.93,3.393333333333333,,,,,,,
JVASP-65256,Be2FeCl,0.0,0.25837,48.47,25.84,101.83096666666667,,,,,,,
JVASP-65129,BeHg4Ru,0.0,1.25519,2.38,0.57,151.9138,,,,,,,
JVASP-15981,SrCd2Ge2,0.0,-0.34,49.11,14.53,66.35363333333333,,,,,,,
JVASP-65182,BeCo4Hg,0.0,0.4454,151.3,21.54,278.8551,,,,,,,
JVASP-65093,Na4BePd,0.0,0.51387,20.1,8.28,63.0855,,,,,,,
JVASP-64303,Be2FeRu,0.0,-0.16885,189.13,73.94,219.92283333333333,,,,,,,
JVASP-65216,BeIn4Ir,0.0,0.94914,99.75,17.36,273.0158,,,,,,,
JVASP-64366,Ba4YSc,0.0,0.59703,13.17,0.0,172.8813,,,,,,,
JVASP-64970,BeVNi4,0.0,0.03572,186.33,75.92,247.01879999999997,,,,,,,
JVASP-91706,CeCuTeO,0.0,-1.88298,71.94,18.89,67.28256666666667,,,,,,,
JVASP-64852,Ba2NaTa,0.0,0.88458,15.03,9.74,99.1015,,,,,,,
JVASP-64578,Ba4YP,0.0,0.51564,15.73,0.0,156.9371,,,,,,,
JVASP-87116,CaAlF5,7.485,-3.92567,82.26,50.19,2.0171333333333332,,,,,,,
JVASP-22624,Rb2NiF4,0.0,-2.43414,49.53,20.44,14.784433333333332,,,,,,,
JVASP-12110,HfNCl,2.212,-2.01821,74.37,33.28,5.800666666666667,,,,,,,
JVASP-3834,K2PtBr6,1.113,-1.05199,19.5,9.48,5.5332,,,,,,,
JVASP-86163,K2FeCuC6N6,0.438,-0.06701,40.06,13.73,7.803833333333333,,,,,,,
JVASP-64891,Be2InPd,0.0,0.01885,125.0,35.56,49.534866666666666,,,,,,,
JVASP-64712,Ba4YCu,0.0,0.70177,10.93,0.5,160.6874,,,,,,,
JVASP-65143,TaBeFe4,0.0,-0.07224,196.17,79.72,274.1815,,,,,,,
JVASP-86108,K2NbCl6,0.0,-1.68825,18.7,8.58,9.528,,,,,,,
JVASP-85570,Hg2ClO,1.798,-0.28077,25.59,9.19,6.2067000000000005,,,,,,,
JVASP-14623,Tm,0.0,0.0,47.57,30.32,55.15273333333332,,,,,,,
JVASP-86910,LiSi,0.161,-0.06465,13.38,1.81,20.145066666666665,,,,,,,
JVASP-5167,BiRh,0.0,0.16843,108.91,29.23,180.48243333333335,,,,,,,
JVASP-65094,Be2NiSe,0.0,0.07614,0.0,0.0,58.3167,,,,,,,
JVASP-1696,BaLiAs,0.659,-1.03368,36.97,25.32,11.1514,,,,,,,
JVASP-3180,KAuF6,2.003,-1.60169,24.32,11.57,3.6164,,,,,,,
JVASP-64367,Ba4ZrZn,0.0,0.79657,12.4,3.0,202.5821,,,,,,,
JVASP-42256,NbVO4,0.0,-2.56836,180.32,40.99,89.62966666666667,,,,,,,
JVASP-85934,LiUAsO6,2.434,-2.34732,56.91,24.63,3.9033333333333338,,,,,,,
JVASP-91802,TlSe,0.257,-0.27994,27.06,13.13,14.402166666666666,,,,,,,
JVASP-65130,BeNbCd,0.0,0.14811,122.09,63.45,76.54123333333332,,,,,,,
JVASP-64931,Be2NbPt,0.0,-0.21633,180.62,29.37,60.43603333333334,,,,,,,
JVASP-65294,BeCoBi4,0.0,1.18152,39.83,1.1,312.0645,,,,,,,
JVASP-91571,TbHO2,4.149,-2.8093,113.69,58.99,3.877133333333333,,,,,,,
JVASP-3756,CoH4Br2O2,0.192,-0.7478,23.4,11.0,17.800366666666665,,,,,,,
JVASP-91617,V3Ge,0.0,-0.30731,183.77,55.3,200.03689999999997,,,,,,,
JVASP-65144,BeCoCl,0.0,0.15003,55.46,17.71,120.15136666666668,,,,,,,
JVASP-15696,TmAgSn,0.0,-0.55866,78.41,40.69,36.536233333333335,,,,,,,
JVASP-22518,RbPS3,1.7,-0.75176,15.34,8.89,5.0819,,,,,,,
JVASP-14840,Mg,0.0,0.0,36.42,18.15,166.01003333333333,,,,,,,
JVASP-48662,Li2MnF6,2.057,-2.79481,68.03,43.26,17.823666666666668,,,,,,,
JVASP-86217,CaTe,1.656,-1.73212,40.31,25.61,6.9507,,,,,,,
JVASP-23438,RbGaO2,2.755,-1.85487,84.5,34.26,3.1116000000000006,,,,,,,
JVASP-12014,ZrBrN,1.47,-1.80566,0.0,0.0,6.791766666666667,,,,,,,
JVASP-86789,K2SnHgSe4,1.472,-0.73675,24.12,13.91,7.9288,,,,,,,
JVASP-64972,BeNi4Os,0.0,0.26445,202.97,66.76,290.346,,,,,,,
JVASP-87128,CoO,0.0,-0.66073,169.43,4.76,104.51816666666667,,,,,,,
JVASP-91856,MgCrF6,0.0,-3.0169,35.77,42.26,11.135066666666667,,,,,,,
JVASP-64715,Ba4MoCl,0.0,0.85392,15.57,0.0,126.1657,,,,,,,
JVASP-5170,MnBi,0.0,0.52785,40.47,4.12,153.30233333333334,,,,,,,
JVASP-42321,LiMnF4,0.0,-2.7333,56.2,30.84,33.151,,,,,,,
JVASP-85799,HI,3.222,0.06448,7.08,5.57,4.003133333333333,,,,,,,
JVASP-14960,V3Si,0.0,-0.4053,191.2,62.64,223.922,,,,,,,
JVASP-64932,BeFe4Si,0.0,0.23319,146.97,49.96,266.3221,,,,,,,
JVASP-91707,HoZnSn2,0.0,-0.44684,40.41,17.31,139.8746,,,,,,,
JVASP-64581,Ba4ZrCd,0.0,0.69462,13.9,4.08,196.98480000000004,,,,,,,
JVASP-3492,RbInTe2,1.203,-0.75723,19.49,12.07,8.442733333333335,,,,,,,
JVASP-86040,LaCN2Cl,3.472,-1.39575,86.84,41.51,5.030333333333334,,,,,,,
JVASP-38244,Rb3In,0.0,0.01133,6.03,2.36,60.238566666666664,,,,,,,
JVASP-61682,Ni6Ge2B,0.0,-0.27893,186.47,69.72,139.4782,,,,,,,
JVASP-65260,MgZrBe,0.0,0.05226,71.7,46.72,71.6296,,,,,,,
JVASP-91755,KNa3H4,3.121,-0.25715,20.4,16.68,3.0034000000000005,,,,,,,
JVASP-22625,SO3,5.354,-1.04816,18.07,12.02,3.028066666666667,,,,,,,
JVASP-86740,CaAgBi,0.029,-0.61158,49.22,23.69,26.261233333333337,,,,,,,
JVASP-3837,InClO,2.416,-1.45602,46.88,27.03,4.0337,,,,,,,
JVASP-64718,Ba4YBe,0.0,0.84741,11.73,0.26,176.7565,,,,,,,
JVASP-90721,ThCuPO,0.0,-2.12236,140.98,78.83,26.85573333333333,,,,,,,
JVASP-64973,MnBe2Sn,0.0,0.23357,124.02,80.11,42.9649,,,,,,,
JVASP-85300,Ce2ZnNi2,0.0,-0.38842,86.46,25.99,166.8067333333333,,,,,,,
JVASP-65132,LiBe2Ni,0.0,-0.03896,73.73,58.46,141.7861,,,,,,,
JVASP-90865,BaMgC2O4,1.281,-1.7522,77.04,33.71,3.5892,,,,,,,
JVASP-14876,HfAl,0.0,-0.39535,116.78,73.53,75.12446666666666,,,,,,,
JVASP-64934,BeVCo4,0.0,0.05726,217.73,97.46,228.0801,,,,,,,
JVASP-3183,SrCuSF,1.774,-2.23796,72.69,36.39,5.732866666666666,,,,,,,
JVASP-91663,SmCoC2,0.0,-0.39108,171.36,86.89,52.90173333333333,,,,,,,
JVASP-22519,CrMoF6,0.0,-2.29189,33.78,39.25,121.41959999999999,,,,,,,
JVASP-65052,YBeCo4,0.0,-0.02726,138.9,0.0,247.4084,,,,,,,
JVASP-4924,CoO,0.0,-0.66645,170.52,33.27,126.53210000000001,,,,,,,
JVASP-61992,VAu4,0.0,-0.00048,141.19,37.95,114.7398,,,,,,,
JVASP-86687,Ca3N2,1.733,-0.99465,75.11,37.71,6.482733333333333,,,,,,,
JVASP-65221,BeGaBr4,0.0,0.63491,18.9,0.0,109.07530000000001,,,,,,,
JVASP-15834,BiS2,0.0,-0.07318,38.94,12.55,16.719066666666667,,,,,,,
JVASP-85675,Na3MgP2HO8,5.301,-2.37618,78.2,46.12,2.614133333333333,,,,,,,
JVASP-22563,Na2CN2,3.375,-0.57951,49.06,27.11,3.2583333333333333,,,,,,,
JVASP-65009,BeNbBi4,0.0,1.18361,47.47,4.36,224.98660000000004,,,,,,,
JVASP-3402,Sm3InN,0.0,-1.00047,84.67,57.76,26.0214,,,,,,,
JVASP-14843,As,0.077,0.02549,34.56,19.99,22.5988,,,,,,,
JVASP-87117,Ba3Er2Cu2PtO10,0.381,-2.3795,116.97,55.62,10.265433333333334,,,,,,,
JVASP-65363,BaCa2W,0.0,0.64223,36.33,23.12,122.48073333333333,,,,,,,
JVASP-89911,UAlIr,0.0,-0.71178,153.04,53.37,173.85176666666666,,,,,,,
JVASP-65148,BeCrP,0.0,-0.20434,182.74,146.77,39.102700000000006,,,,,,,
JVASP-21524,K4Sn3Se8,1.377,-0.83408,20.07,10.9,7.200500000000001,,,,,,,
JVASP-85573,VO2,0.1,-2.36793,69.97,40.1,17.646433333333334,,,,,,,
JVASP-23439,TeO3,1.376,-0.84544,86.33,44.66,4.7424333333333335,,,,,,,
JVASP-15075,HfN,0.0,-1.92482,277.67,166.9,110.2699,,,,,,,
JVASP-64974,Be2RuSe,0.0,0.21076,136.47,0.0,88.69290000000001,,,,,,,
JVASP-36936,CuAgF3,0.0,-1.41199,97.29,18.75,17.88403333333333,,,,,,,
JVASP-14961,YSi2,0.0,-0.48786,82.22,22.01,76.79356666666668,,,,,,,
JVASP-64936,HfBeCo4,0.0,-0.16721,178.0,47.7,229.8496,,,,,,,
JVASP-64895,Be2FeMo,0.0,-0.10756,204.93,80.9,51.54330000000001,,,,,,,
JVASP-91531,LiAuF6,1.982,-1.5528,30.53,20.58,4.281366666666667,,,,,,,
JVASP-89307,EuClO,4.952,-3.29812,89.51,42.81,4.527333333333333,,,,,,,
JVASP-86860,TeI,0.732,-0.06974,15.34,9.29,15.799733333333334,,,,,,,
JVASP-54353,RuN2,0.0,0.22177,301.22,188.69,94.31896666666665,,,,,,,
JVASP-65298,K4ZrBe,0.0,1.17834,6.63,1.1,108.7251,,,,,,,
JVASP-16045,Pr3GaC,0.0,1.18099,38.73,19.7,133.9645,,,,,,,
JVASP-15221,NbNi2Sn,0.0,-0.18503,171.27,47.92,56.6651,,,,,,,
JVASP-86109,Th2Ga,0.0,-0.37321,74.88,33.25,242.87616666666668,,,,,,,
JVASP-65222,BeTeIr4,0.0,0.6963,201.87,29.44,222.783,,,,,,,
JVASP-86453,CuRh2O4,0.0,-0.84187,168.87,34.78,46.83643333333333,,,,,,,
JVASP-18657,Ti2Cd,0.0,-0.07398,95.64,47.53,89.37133333333334,,,,,,,
JVASP-585,NbSe2,0.0,-0.85284,49.92,27.69,26.989566666666665,NbSe2,,1.48,1.09,1.0,0.77,1.085
JVASP-22589,KVF3,0.0,-2.55884,84.07,32.14,20.5258,,,,,,,
JVASP-65190,KBeIn4,0.0,0.36102,46.87,13.95,172.2888,,,,,,,
JVASP-87130,MnO,0.0,-1.31265,106.57,38.86,172.51813333333334,MnO,2.41,2.68,2.5,2.78,,2.5925
JVASP-65010,BeVP4,0.0,0.81289,83.8,0.0,258.3891,,,,,,,
JVASP-65137,Na4BeZn,0.0,0.52825,62.92,27.46,179.9476,,,,,,,
JVASP-64975,BeGeS2,0.0,0.27489,70.8,0.0,38.1318,,,,,,,
JVASP-85723,K2MgMo2H4O10,3.42,-1.9487,54.1,29.42,4.2209,,,,,,,
JVASP-61252,CdAs2O6,2.121,-1.32126,149.58,68.19,4.357933333333333,,,,,,,
JVASP-65426,BaMg2Fe,0.0,0.30464,32.34,19.23,135.2642,,,,,,,
JVASP-62006,LaCo2B2,0.0,-0.51651,141.29,85.25,54.63846666666666,,,,,,,
JVASP-91857,MnAs,0.0,-0.20563,107.44,80.89,149.0857,,,,,,,
JVASP-86791,RbCdAg3C6N6,2.527,0.21184,37.41,9.55,3.449866666666667,,,,,,,
JVASP-14625,Cr,0.0,0.06567,257.1,114.36,292.3431,,,,,,,
JVASP-85676,Rb3MnH5,1.624,-0.14795,0.0,0.0,24.9409,,,,,,,
JVASP-61484,MnAs2O6,0.522,-1.34765,156.06,73.77,19.684166666666666,,,,,,,
JVASP-87925,Sb2PbO6,2.147,-1.51863,110.91,48.67,4.684366666666667,,,,,,,
JVASP-91708,V3Fe,0.0,-0.19272,215.7,90.18,202.9224,,,,,,,
JVASP-90639,FeF3,0.224,-2.20213,42.94,44.77,65.97626666666666,,,,,,,
JVASP-47983,Li2Fe2CoO6,0.0,-1.64224,122.66,53.47,54.735099999999996,,,,,,,
JVASP-90125,VFeAs,0.0,-0.28859,190.87,84.38,169.76229999999998,,,,,,,
JVASP-86612,KEuSiS4,2.77,-1.54616,29.76,18.05,5.4333,,,,,,,
JVASP-87060,Li3LaP2,0.502,-1.1054,58.83,49.32,13.937800000000001,,,,,,,
JVASP-65011,SrMg4Be,0.0,0.31073,88.01,31.58,221.4365,,,,,,,
JVASP-5173,PbI2,2.242,-0.66023,14.74,7.67,7.035,,,,,,,
JVASP-15433,NdGe2Pd2,0.0,-0.80595,110.69,40.09,69.58153333333333,,,,,,,
JVASP-14844,Nd,0.0,0.0066,35.17,18.1,81.11716666666666,,,,,,,
JVASP-65224,Ca4BeZn,0.0,0.70287,11.73,6.5,210.8455,,,,,,,
JVASP-20087,GaCo,0.0,-0.24928,179.37,69.64,47.7064,,,,,,,
JVASP-14587,Hf,0.0,0.17424,104.73,20.72,129.5321,,,,,,,
JVASP-65373,BaSc2Ta,0.0,0.46709,38.7,18.54,120.47696666666667,,,,,,,
JVASP-92163,Ca3Zn,0.0,-0.05483,22.26,0.0,150.04626666666664,,,,,,,
JVASP-12111,CrPS4,0.651,-0.47532,34.62,20.31,59.518566666666665,,,,,,,
JVASP-85478,Cu2S,0.59,-0.16862,93.14,28.99,13.3285,,,,,,,
JVASP-48666,Li2VF6,0.173,-3.04234,16.96,14.41,5.050233333333334,,,,,,,
JVASP-12164,YBr3,3.59,-1.96405,13.42,6.79,3.9577666666666667,,,,,,,
JVASP-64939,BeTlRe4,0.0,0.9042,215.83,49.4,145.3853,,,,,,,
JVASP-87240,RbMgF3,2.312,-2.86543,32.46,0.0,2.1517333333333335,,,,,,,
JVASP-86219,K2OsNCl5,1.722,-1.03168,17.86,7.59,3.9157666666666664,,,,,,,
JVASP-90779,MgTi3,0.0,0.14318,89.92,36.01,161.12243333333333,,,,,,,
JVASP-62735,CaBHO3,5.298,-2.56391,84.13,40.74,2.9019333333333335,,,,,,,
JVASP-90470,ZrCl3,0.316,-1.81278,22.96,12.55,6.313066666666667,,,,,,,
JVASP-3537,TeRhCl,0.723,-0.52915,42.44,21.75,14.274366666666666,,,,,,,
JVASP-85301,KC4N3,3.752,0.06501,15.29,7.01,3.0998,,,,,,,
JVASP-3843,KTlO,1.5,-1.12445,26.28,14.55,5.686633333333333,,,,,,,
JVASP-4406,ScSi2,0.0,-0.31425,90.1,9.48,92.77730000000001,,,,,,,
